name,address,suburb,category,seating_type,seats,latitude,longitude,census_year
Full Plate Cafe,"Part Ground , 517-537 Flinders Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81988622,144.956611167,2005
Hydra Cafe,"Part Ground 0, 480-0 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,220,-37.81765647,144.957960914,2005
Virgo'S Restaurant,"Part Ground , 106-120 Little Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,400,-37.81818623,144.954375351,2005
E 1 Cafe,"Part Ground , 500 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,27,-37.8175352,144.957482691,2005
Think Asia,"Shop 52, 45 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,34,-37.81430748,144.972637449,2005
Hudson'S Coffee,"Shop 3, 15-0 William Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,20,-37.81921707,144.959197028,2005
Zanzibah,"Shop 43, 45 Collins Street MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,54,-37.81430748,144.972637449,2005
Cafe Espresso,"Ground , 417 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.8174695,144.960877534,2005
Swish Cafe,68-70 King Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81863859,144.957044361,2005
Saturne,"Shop 12, Ground , 3 Southgate Avenue SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,100,-37.8206646,144.96628251,2005
Cecconi'S,"Shop 1, Ground , 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,outdoor,100,-37.82312301,144.958669665,2005
Official All Stars Cafe,"Shop 48, Level 1, 8 Whiteman Street SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,380,-37.82312301,144.958669665,2005
Bon Bon'S,"Shop 28, Mid Lvl , 3 Southgate Avenue SOUTHBANK 3006",Southbank,Cafes and Restaurants,outdoor,60,-37.8206646,144.96628251,2005
Bon Bon'S,"Shop 28, Mid Lvl , 3 Southgate Avenue SOUTHBANK 3006",Southbank,Cafes and Restaurants,indoor,40,-37.8206646,144.96628251,2005
Mcdonald'S,185-187 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,24,-37.81314661,144.96785772,2004
The Hatch Cafe & Bar,"Part Level 1, 257 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,230,-37.81635195,144.965660497,2004
Sushi Bar Rin,"Part Ground , 257 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81635195,144.965660497,2004
Mango,"Part Ground 0, 367-0 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,75,-37.81728105,144.962456424,2004
Mario Barristas Coffee Bar,"Lobby , 303 Collins Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.81662842,144.963832578,2004
Liaison Cafe,27-29 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,56,-37.81710238,144.965493819,2004
Da Marconi Restaurant,"Shop 1, 170 Flinders Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81671055,144.969095624,2004
Jolly J'S,"Shop 8, 228-236 Flinders Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81725011,144.96656112,2004
Cafe' On Elizabeth,136 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,9,-37.81484439,144.96375247,2004
Hardware Lane Cafe & Bar,13-15 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81429206,144.961414717,2004
Campari Bistro,"Gnd & Flr1 , 25 Hardware Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,35,-37.81409288,144.961323631,2004
Campari Bistro,"Gnd & Flr1 , 25 Hardware Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,95,-37.81409288,144.961323631,2004
The Window Cafe,"Shop 2, 34 Queen Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,42,-37.81799108,144.962446939,2004
Starbucks Coffee Company,"Shop 8, 246-260 Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,55,-37.81296577,144.96584595,2004
Banana Palm,195 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81221907,144.966835874,2004
Arantji,"Tenancy 26, 2 Swanston Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,75,-37.81784611,144.969927033,2004
Flinders Fine Foods,"Shop 5, 35 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,4,-37.81742586,144.964321432,2004
The Joint,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,80,-37.81742586,144.964321432,2004
Souvlaki Bar,163 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81247306,144.96764258,2004
Dahu Peking Duck Restaurant,"Level 1, 165-175 Russell Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81199863,144.967413537,2004
Best Cafe,408 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,36,-37.81443746,144.961501471,2004
Soupnatural,32 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,16,-37.81416491,144.961765686,2004
La Stazione,"Room 9, Ground 0, 223-0 Flinders Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,8,-37.81872843,144.965442669,2004
Segafredo Zanetti,"Shop 2, Part 393-397 Little Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,24,-37.81385265,144.961213744,2004
Segafredo Zanetti,"Shop 2, Part 393-397 Little Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81385265,144.961213744,2004
Zargatt,"Tenancy 8, 2 Swanston Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,74,-37.81784611,144.969927033,2004
Zargatt,"Tenancy 8, 2 Swanston Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,116,-37.81784611,144.969927033,2004
Asian Appetite,"Shop 10, 222-260 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,48,-37.81261578,144.962887714,2004
Hudson Coffee,"Shop 33, 222-260 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81261578,144.962887714,2004
Pho Saigon,273 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81186099,144.964541095,2004
Cheeky Dog Coffee,248 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,20,-37.81199694,144.965259827,2004
China Bar,254 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,36,-37.81199694,144.965259827,2004
Minang Indonesian Cuisine,242 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,48,-37.81218587,144.965368535,2004
Unwine,"Part Ground , 56 Hardware Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81339624,144.961271745,2004
Cafe Max,"Part Ground , 56 Hardware Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,30,-37.81339624,144.961271745,2004
Dion,"Part Ground , 203-207 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.8113331,144.966362777,2004
City Bbq Restaurant,"Ground , 178-190 Little Bourke Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81187047,144.96695137,2004
R'S Cup,404 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.81244369,144.960334895,2004
Bourgie,395-397 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81190214,144.960259327,2004
Hudsons,261-265 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81065936,144.965712827,2004
Max Brenner Chocolates,25-27 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,38,-37.81065936,144.965712827,2004
Chillipadi,"Shop 0, Ground 0, 211-0 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,42,-37.81076333,144.963007607,2004
Era Cafe Bar,"Shop 0, Ground 0, 284-310 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,86,-37.81076333,144.963007607,2004
Mee Too Bar,"Shop 13, Ground 0, 284-310 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,110,-37.81076333,144.963007607,2004
Spiga,"Shop 0, Ground 0, 284-310 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,68,-37.81076333,144.963007607,2004
Spiga,"Shop 0, Ground 0, 284-310 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,28,-37.81076333,144.963007607,2004
Meshiya,200-0 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,46,-37.81065936,144.965712827,2004
Regina Pizzeria,29-31 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,50,-37.81065936,144.965712827,2004
Space Health Clubs,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Health and Fitness Centres and Gymnasia Operation,indoor,20,-37.81065936,144.965712827,2004
Street Exchange,296-0 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,26,-37.81065936,144.965712827,2004
Street Exchange,296-0 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,25,-37.81065936,144.965712827,2004
Strike Bowling Alley,245-247 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Sports and Physical Recreation Venues, Grounds and Facilities Operation",indoor,100,-37.81065936,144.965712827,2004
Zaleti,17-23 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,104,-37.81065936,144.965712827,2004
Domanas Caffe,335 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,6,-37.81107155,144.959653807,2004
Mrs Jones,310-312 Drummond Street CARLTON 3053,Carlton,Cafes and Restaurants,indoor,78,-37.79853941,144.96913056,2004
Arc Cafe,160-162 Rathdowne Street CARLTON 3053,Carlton,Cafes and Restaurants,outdoor,6,-37.79553699,144.971132049,2004
Kfc Carlton,"Part Ground , 743-751 Swanston Street CARLTON 3053",Carlton,Cafes and Restaurants,outdoor,19,-37.80062153,144.963651735,2004
Magic Arena Internet Cafe,644-658 Swanston Street CARLTON 3053,Carlton,Cafes and Restaurants,indoor,40,-37.80132051,144.964291758,2004
Grattan Cafe,117 Grattan Street CARLTON 3053,Carlton,Cafes and Restaurants,indoor,20,-37.80080185,144.965633577,2004
Toothpicks Cafe,714-736 Swanston Street CARLTON 3053,Carlton,Cafes and Restaurants,outdoor,43,-37.79941126,144.964660761,2004
University Cafe,255-257 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,outdoor,56,-37.79947888,144.966847658,2004
Jin'S Chinese Resturant,189 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,indoor,100,-37.80119183,144.966497487,2004
Thai Influence Noodle Bar,254 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,outdoor,20,-37.80123845,144.967160872,2004
Casa Malaya,118 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,indoor,30,-37.80443919,144.966708698,2004
Grattan Cafe,117 Grattan Street CARLTON 3053,Carlton,Cafes and Restaurants,outdoor,15,-37.80080185,144.965633577,2004
Jian'S Asian Food,654 Elizabeth Street MELBOURNE 3000,Carlton,Cafes and Restaurants,indoor,30,-37.80307983,144.958528929,2004
The Daily Grind,"Ground , 55 Cardigan Street CARLTON 3053",Carlton,Cafes and Restaurants,outdoor,12,-37.80544003,144.964288533,2004
Deep Dish Bar & Cafe,"Ground , 156-292 Grattan Street PARKVILLE 3010",Parkville,Cafes and Restaurants,outdoor,40,-37.79739955,144.961256278,2004
Food Star Cafe,500 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,indoor,26,-37.80491843,144.949690704,2004
Royal Park Hotel,399-405 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,"Pubs, Taverns and Bars",indoor,80,-37.80378899,144.954324117,2004
Cafe Avanti,276 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,indoor,15,-37.80580596,144.957399667,2004
Melbourne City Cafe 579,"Part Ground 0, 579-581 Elizabeth Street MELBOURNE 3000",North Melbourne,Cafes and Restaurants,outdoor,9,-37.80471292,144.958301287,2004
Melbourne City Cafe 579,"Part Ground 0, 579-581 Elizabeth Street MELBOURNE 3000",North Melbourne,Cafes and Restaurants,indoor,30,-37.80471292,144.958301287,2004
Romany Cafe,127-129 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,indoor,40,-37.80403148,144.966053507,2004
Damian'S Cafe,56 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,indoor,16,-37.80751855,144.952412331,2004
Aioli,"Ground , 225-229 Victoria Street WEST MELBOURNE 3003",West Melbourne (Residential),Cafes and Restaurants,indoor,42,-37.80587338,144.953969152,2004
Demorli,179-181 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,indoor,34,-37.8060678,144.955613184,2004
Blue Zone Cafe,"Shop 30, Ground , 156-292 Grattan Street PARKVILLE 3010",Parkville,Cafes and Restaurants,outdoor,62,-37.79739955,144.961256278,2004
North Melbourne Football Club Social Club,33 Arden Street NORTH MELBOURNE 3051,North Melbourne,Sports and Physical Recreation Clubs and Sports Professionals,indoor,50,-37.79905412,144.941317318,2004
Rumours Bar & Cafe,"Ground , 176 Wellington Parade EAST MELBOURNE 3002",East Melbourne,Cafes and Restaurants,outdoor,6,-37.81583771,144.984311862,2004
The Orchid,168-168 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Cafes and Restaurants,indoor,80,-37.81593825,144.98452383,2004
Mason'S Deli Expresso,320-0 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Cafes and Restaurants,indoor,40,-37.80961157,144.981932965,2004
Cafe Duomo,"Shop 9, 96-102 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81557747,144.964203065,2004
Sodhexo Food & Management Services,"Part Level , 8 Nicholson Street EAST MELBOURNE 3002",East Melbourne,Cafes and Restaurants,indoor,175,-37.80849789,144.97362842,2004
Redback Brewery Hotel,"Part Gnd & Flr1 , 75-79 Flemington Road NORTH MELBOURNE 3051",North Melbourne,"Pubs, Taverns and Bars",indoor,213,-37.79895215,144.953356783,2004
Western Coffee Lounge,357-0 Batman Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,indoor,28,-37.8117277,144.950109596,2004
Lot 50,50-0 Lorimer Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,outdoor,2,-37.82459966,144.94766247,2004
Renzo'S Bar,"Tenancy 7, 46-32 Rakaia Way DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,95,-37.81460673,144.941270977,2004
Vic Harbour Kitchen & Bar,70-0 Caravel Lane DOCKLANDS 3008,Docklands,Cafes and Restaurants,outdoor,90,-37.8149277,144.940668914,2004
Three Times A Day,1F-0 Grattan Street PARKVILLE 3050,Parkville,Cafes and Restaurants,outdoor,35,-37.79859221,144.955828029,2004
Three Times A Day,1F-0 Grattan Street PARKVILLE 3050,Parkville,Cafes and Restaurants,indoor,25,-37.79859221,144.955828029,2004
Harbour Noodles & Sushi,"Shop 8, 800-0 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,35,-37.81903793,144.944979715,2004
Harbour Kitchen,"Shop 1, 800-0 Bourke Street DOCKLANDS 3008",Docklands,Catering Services,indoor,150,-37.81903793,144.944979715,2004
Bhoj On Docklands,"Tenancy 4, 54-32 Rakaia Way DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,150,-37.81460673,144.941270977,2004
Harbour Noodles & Sushi,"Shop 8, 800-0 Bourke Street DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,40,-37.81903793,144.944979715,2004
Liquid Enterprises,"Tenancy 6, 50-32 Rakaia Way DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,40,-37.81460673,144.941270977,2004
Renzo'S Bar,"Tenancy 7, 46-32 Rakaia Way DOCKLANDS 3008",Docklands,Cafes and Restaurants,outdoor,80,-37.81460673,144.941270977,2004
Barrista,378-380 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81551806,144.962030099,2004
Grosvenor Tavern,"Basement , 25 Little Collins Street MELBOURNE 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,125,-37.81570561,144.962993827,2004
Cafe Duomo,"Shop 9, 96-102 Elizabeth Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,25,-37.81557747,144.964203065,2004
Manchester Lane,"Ground , 236 Manchester Lane MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,15,-37.81642779,144.966210107,2004
Lot 50,50-0 Lorimer Street DOCKLANDS 3008,Docklands,Cafes and Restaurants,indoor,48,-37.82459966,144.94766247,2004
Blue Fire,66-0 Caravel Lane DOCKLANDS 3008,Docklands,Cafes and Restaurants,outdoor,50,-37.8149277,144.940668914,2004
Gargo,"Restaurant 1, 45 Newquay Promenade DOCKLANDS 3008",Docklands,Cafes and Restaurants,indoor,200,-37.81516505,144.941846472,2004
Tony Raso Pty Ltd,"Part Level 1, 45 MacKenzie Road WEST MELBOURNE 3003",West Melbourne (Industrial),Cafes and Restaurants,indoor,40,-37.81428937,144.910533407,2004
Western Coffee Lounge,357-0 Batman Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,outdoor,8,-37.8117277,144.950109596,2004
Eat & Grab,137-71 Agnes Street JOLIMONT 3002,East Melbourne,Cafes and Restaurants,outdoor,4,-37.81680896,144.979993082,2004
Cafe Trutruck,"Part Ground 0, 56-62 Leveson Street NORTH MELBOURNE 3051",North Melbourne,Cafes and Restaurants,indoor,20,-37.80284403,144.951494413,2004
Rumours Bar & Cafe,"Ground , 176 Wellington Parade EAST MELBOURNE 3002",East Melbourne,Cafes and Restaurants,indoor,60,-37.81583771,144.984311862,2004
Damian'S Cafe,56 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Cafes and Restaurants,outdoor,3,-37.80751855,144.952412331,2004
Glaze Restaurant & Bar,"Ground , 62-70 Wellington Parade EAST MELBOURNE 3002",East Melbourne,Cafes and Restaurants,indoor,80,-37.8163864,144.988262637,2004
The Daily Grind,"Ground , 55 Cardigan Street CARLTON 3053",Carlton,Cafes and Restaurants,indoor,50,-37.80544003,144.964288533,2004
Prudence Bar,368-0 Victoria Street NORTH MELBOURNE 3051,North Melbourne,"Pubs, Taverns and Bars",indoor,70,-37.80543574,144.954064939,2004
The Gourmet Baked Potato Cafe,34 Errol Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,indoor,30,-37.80435855,144.949732017,2004
The Gourmet Baked Potato Cafe,34 Errol Street NORTH MELBOURNE 3051,North Melbourne,Cafes and Restaurants,outdoor,12,-37.80435855,144.949732017,2004
Inu Bar & Restuarant,"Building 130, Part Ground , 156-292 Grattan Street PARKVILLE 3010",Parkville,"Pubs, Taverns and Bars",indoor,180,-37.79739955,144.961256278,2004
Griffins Cafe,"Building 162, Ground , 156-292 Grattan Street PARKVILLE 3010",Parkville,Cafes and Restaurants,outdoor,6,-37.79739955,144.961256278,2004
Brunetti At The Potter,"Building 136, Ground , 156-292 Grattan Street PARKVILLE 3010",Parkville,Cafes and Restaurants,indoor,28,-37.79739955,144.961256278,2004
Qb'S Bistro,"Part Ground , 258 Queensberry Street CARLTON 3053",Carlton,Cafes and Restaurants,indoor,40,-37.80375437,144.959695839,2004
Soko Noodle Cafe,169 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,outdoor,20,-37.80171961,144.966466337,2004
Swanys Corner Cafe,"Ground , 224 Pelham Street MELBOURNE 3000",Carlton,Cafes and Restaurants,outdoor,8,-37.8016968,144.958338194,2004
Slice Of Lygon,108 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,indoor,60,-37.80443919,144.966708698,2004
Slice Of Lygon,108 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,outdoor,16,-37.80443919,144.966708698,2004
Il Gambero Restaurant,215-217 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,outdoor,48,-37.8002813,144.96671114,2004
Piazza Cafe Bar,186-190 Lygon Street CARLTON 3053,Carlton,"Pubs, Taverns and Bars",indoor,160,-37.80264128,144.966931034,2004
Mee Too Bar,"Shop 13, Ground 0, 284-310 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,30,-37.81076333,144.963007607,2004
University Cafe,255-257 Lygon Street CARLTON 3053,Carlton,Cafes and Restaurants,indoor,120,-37.79947888,144.966847658,2004
Gloria Jeans,1-3 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,49,-37.81065936,144.965712827,2004
Queen Vic Cafe,"Part Ground , 210 Lonsdale Street MELBOURNE 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81090913,144.965847353,2004
Don Don Australia Pty Ltd,332 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81181302,144.959684286,2004
The Wedge Cafe,31-33 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,indoor,72,-37.81065936,144.965712827,2004
